label,review
0,"The lack of proper wastewater treatment results in production Of CO2 and CH4 without the opportunity for carbon sequestration and energy recovery, with deleterious effects for global warming. Without extending wastewater treatment to all urban areas worldwide, CO2 and CH4 emissions associated with wastewater discharges could reach the equivalent of 1.91 X 10(5) t(CO2) d(-1) in 2025, with even more dramatic impact in the short-term. The carbon sequestration benefits of wastewater treatment have enormous potential, which adds an energy conservation incentive to upgrading existing facilities to complete wastewater treatment. The potential greenhouse gases discharges which can be converted to a net equivalent CO2 credit can be as large as 1.21 x 10(4) t(CO2) d(-1) by 2025. Biomass sequestration and biogas conversion energy recovery are the two main strategies for carbon sequestration and emission offset, respectively. The greatest potential for improvement is outside Europe and North America, which have largely completed treatment plant construction. Europe and North America can partially offset their CO2 emissions and receive benefits through the carbon emission trading system, as established by the Kyoto protocol, by extending existing technologies or subsidizing wastewater treatment plant construction in urban areas lacking treatment. This strategy can help mitigate global warming, in addition to providing a sustainable solution for extending the health, environmental, and humanitarian benefits of proper sanitation. (c) 2007 Elsevier Ltd. All rights reserved."
1,"Community forestry around the world has demonstrated its potential for implementing the Reducing Emissions from Deforestation and Degradation (REDD+) climate change program. Secure tenure rights and access to rule-making are known as contributing to successful community forestry outcomes. Still, the effects of different aspects of rural 'community agency' are not well established. We investigate forest governance and conflicts and the relationships between aspects of rural community agency under the REDD+ climate change program in two forest communities-the villages of Fabe and Mosongiseli-near the southern portion of the Korup National Park in Cameroon. Using data from a survey instrument and interviews, we analyze, using agency theory, the concept of rural community agency according to dimensions of attitudes, understandings, and empowerment in the two communities in relation to forest governance and conflicts under REDD+. Our findings indicate a variety of power relations (e.g., on the communities' use and management rights of their lands) and existential threats of conflicts within the communities (e.g., violation of the communities' free, prior, and informed consent). The results also show that both communities share many of the patterns of diversity and integration to a similar extent. Although there is no definitive distinction between the two communities, the findings suggest that some differences exist in their degree of integration. Understanding and describing the nature of the power relations and threats of conflicts comprises an important component to begin an appreciation for the communities' user group characteristics as these relate to the REDD+ program when implemented. The implication of this study is that threats of conflicts may increase when the villagers' perception of the potential costs of losing their lands to REDD+ is formed by their experiences with current restrictions on the use and management rights of their lands."
1,"Saltmarshes, wetlands, inter-tidal mudflats are highly productive natural ecosystems with significant ecological value. Pb-210 and Cs-137 have been used for establishing chronologies at a centennial scale in these sediments. They are relevant for assessing how saltmarshes are vulnerable to climate change, natural hazards and contamination from human inputs. This paper aims to review and adapt existing methods for the Pb-210-based radiometric dating of these sediments where the subterranean production and decay of OM are sources of achronicity. This limits the use of the basic assumption of considering the sediment as a continuous medium. From the available evidence, Pb-210 fluxes onto sediments may be mediated by the activities bound to the mass flows, suggesting that models assuming a constant flux should be handled with care. The activity concentrations of excess Pb-210 required by CF-CS, CIC and TERESA radiometric models must be those of the sediment mineral fraction, while CRS and PLUM can work with the composite sediment matrix. A review of these issues and application of the models is illustrated with new data from two recent saltmarsh sediment cores. The effects of non-ideal boundary conditions in radiometric dating and the system time-average of Cs-137 fluxes are discussed. Although specific to vegetated saltmarshes, this topic and the present results have generic applications for other vegetated coastal sediments."
1,"Technology-based solutions warrant to guide farmers and agronomists towards more efficient use of irrigation water. Indeed, wise irrigation practices are urgently required to overcome the increasing shortage of water resources due to the impact of climate change and the competition for water resources with other activities. With the aim of moving from traditional water management to advanced precision irrigation, we designed the Agricolus (R) platform. Here, we describe the approach used in building the platform, which integrates a set of different IT tools: sensors, farm management system, mathematical models, remotely sensed indices and decision support system. Agricolus (R) will provide the final user with an easy-to-use integrated interface to properly assess the irrigation requirement and to finely schedule the water supply."
1,"The summer of 2004 was one of the largest fire seasons on record for Alaska and western Canada. We construct a daily bottom-up fire emission inventory for that season, including consideration of peat burning and high-altitude (buoyant) injection, and evaluate it in a global chemical transport model (the GEOS-Chem CTM) simulation of CO through comparison with MOPITT satellite and ICARTT aircraft observations. The inventory is constructed by combining daily area burned reports and MODIS fire hot spots with estimates of fuel consumption and emission factors based on ecosystem type. We estimate the contribution from peat burning using drainage and peat distribution maps for Alaska and Canada; 17% of the reported 5.1 x 10(6) ha burned were located in peatlands in 2004. Our total estimate of North American fire emissions during the summer of 2004 is 30 Tg CO, including 11 Tg from peat. Including peat burning in the GEOS-Chem simulation improves agreement with MOPITT observations. The long-range transport of fire plumes observed by MOPITT suggests that the largest fires injected a significant fraction of their emissions in the upper troposphere."
1,"Regenerative agriculture is an alternative approach to farming that has been gaining traction and interest among farmers due to its potential to reduce input costs, improve soil health, and increase the resilience of farming systems. This paper undertakes a practice-based analysis of farmers, applying a lens of regenerative agriculture. Surveys were developed as a part of a broader project using an established methodological framework. Topics were developed and adapted with input from local stakeholders before being mailed out to three farming regions across Australia (the Western Australian Wheatbelt, the Eyre Peninsula in South Australia and Central West New South Wales). The research clustered farmers into two groups: those who are using best-practices that fall inside the scope of regenerative agriculture, and those who are not. The similarities and differences in farmer attributes, as well as self-reported knowledge levels and information sources used by each group are explored. Results indicate that a belief in anthropogenic climate change may be one of the primary divides between the two groups, and therefore a possible driver of best-practice implementation. The findings provide insight into per-ceptions of regenerative agriculture for Australian farmers, and may assist with knowledge dissemination amongst those managing our environment."
1,"Regulated rivers often have associated wetlands with declining ecological health due to reduced inundation frequency. One innovative option to improve the ecological condition of such wetlands is to use them as temporary off-river water storages, where the water used to inundate them is subsequently allocated to consumptive use. The hydrologic feasibility of this option has yet to be demonstrated. We investigated three physical aspects of a floodplain wetlands system that must be considered, relative to irrigation demand, to determine feasibility: (a) historical inundation frequencies and the effect of regulation and climate change, (b) natural storage volumes and enhanced volumes using retaining walls, and (c) estimated loss rates. We found that inundation frequencies are reduced under regulation and that this reduction is even greater for projected climate change scenarios. Natural volumes were found to be 5% of annual irrigation demand, increasing to 20% with retaining walls; a small proportion at the system scale but significant at farm scale, especially with opportunities for multiple fillings per season. Losses are estimated at 36%-63% of the initial volume, depending on timing of wetland inundation and drawdown. Careful consideration must be applied to issues of frequency and timing of inundation, drawdown rates, and connectivity when considering the ecological benefits of using wetlands as storages. Environmental benefits will be a trade-off with capital, operational, and maintenance costs and water pricing. Key Points Floodplain wetland health is declining and watering opportunities are required Using irrigation water firstly in wetlands can restore a more natural hydrology At a farm scale wetlands can provide up to 20% of annual irrigation demand"
1,"Kenya's small scale coral reef fisheries are extensively studied yet a practical understanding of the resilience and status of the main target species remains largely elusive to the manager. We combined a range of fishery and fish population descriptors to analyse Kenya's coral reef fish and fisheries over a 20 year period from the 1980s, to determine the sustainability of current fishing levels and provide recommendations for management. Fishers reported over 13 different artisanal fishing gears of which there are data for only the five widely used gears. Average catch rates declined 4-fold from the mid 1980s (13.7 +/- 1.6 kg/fisher/trip) to the 1990s (3.2 +/- 0.1 kg/fisher/trip) and then stabilized. Species richness in catches of these historically multi-species fisheries declined dramatically and by 2007 only 2-3 species appeared in the top bracket (65-75% by number) with Siganus sutor (African whitespotted rabbitfish) and Leptoscarus vaigiensis (marbled parrotfish) consistently being in this bracket in beach seine, gill net and basket trap catches, contributing up to a maximum of 45% and 47% of the catch, respectively. Lethrinus bor-bonicus dominated handline catches (50%). Relatively stable catch rates are reported from the 1990s to the mid 2000s, likely maintained by shifting proportions of species in the catches. Patterns in fish population densities over time show National Parks have helped increase densities of Lethrinidae and Haemulidae and reduced the decline in densities of Scaridae and Acanthuridae, but that National Reserves have had no positive effect. We suggest that the National Parks, which are No Take Zones (NTZs), and the fisheries regulations inside and outside of Reserves are inadequate for maintaining or restoring reef fishery target families under current levels of fishery exploitation. We propose that recruitment overfishing of several species and insufficient areas under full protection, all exacerbated by climate change, are contributing to driving Kenya's artisanal coral reef fisheries to a tipping point. We recommend species-specific management options, changes in and enforcement of gear regulations and many more effective NTZs are needed urgently if these fisheries are to continue to provide livelihoods and food security on the Kenyan coast. (C) 2016 Elsevier B.V. All rights reserved."
0,"Hubbell's neutral theory of biodiversity is used to investigate the decline in species richness from the tropics to the poles. On this basis, biodiversity should correlate with productivity or climate (there is strong statistical evidence for this), with the latitudinal width of the continents (insufficiently investigated as yet), and with the speciation rate (which may not vary in such a way as to produce a planetary gradient). According to the neutral, model, biodiversity will vary with the area of the metacommunity: it is suggested that at higher latitudes species disperse most readily east-west, within their climatic belt, but that the relatively uniform temperature across the intertropical belt allows isotropic dispersal there. Metacommunities within the tropics may therefore be an order of magnitude larger than those at other latitudes. This could explain the extra bulge in the gradient in the tropics. It is further possible that long-term and cyclical climate change generates a tropic-pole gradient. Niche assembly models wilt also explain tropical biodiversity, but the enhanced division of habitat may be the result, not the cause, of the species richness. The neutrality-competition debate in ecology closely parallels the neutrality-natural selection debate in evolution and may be equally hard to resolve. (C) 2004 Elsevier GmbH. All rights reserved."
1,"Low temperatures represent the most important environmental stress for plants at the treeline ecotone; however, drought periods at the semiarid treeline could modify photosynthetic performance patterns. Gas exchange, chlorophyll fluorescence, photosynthetic pigments, and alpha-tocopherol were measured in a Pinus canariensis forest located at a semiarid treeline forest at 2070 m altitude over a whole year. The level of summer drought, caused by an extended period without rain and very low previous rainfall, was remarkable during the study. Furthermore, the cold season showed extraordinarily low temperatures, which persisted for five months. All of these factors combined made the study period an extraordinary opportunity to improve our understanding of photosynthetic performance in a drought-affected treeline ecotone. A high dynamism in all the measured parameters was detected, showing robust changes over the year. Maximum photosynthesis and optimal values were concentrated over a short period in spring. Beyond that, fine regulation in stomatal closure, high WUEi with a great plasticity, and changes in pigments and antioxidative components prevented dehydration during drought. In winter, a strong chronic photoinhibition was detected, and alpha-tocopherol and beta-carotene acquired a main role as protective molecules, accompanied by morphological variations as changes in specific leaf areas to avoid freezing. The recovery in the next spring, i.e., after these extreme environmental conditions returned to normal, showed a strategy based on the breakdown of pigments and lower photosynthetic functions during the winter, and rebuilding and regreening. So, a high level of plasticity, together with some structural and physiological adaptations, make P. canariensis able to cope with stresses at the treeline. Nevertheless, the carbon gain was more limited by drought than by low temperatures and more extended droughts predicted in future climate change scenarios may strongly affect this forest."
1,"Mycotoxin contamination of agricultural commodities is a global public health problem that has remained elusive to various mitigation approaches, particularly in developing countries. Climate change and its impact exacerbates South Africa's vulnerability to mycotoxin contamination, and significantly threatens its's food systems, public health, and agro-economic development. Herein we analyse sixteen years (2005/2006-2020/2021) of annual national meteorological data on South Africa which reveals both systematic and erratic variability in critical climatic factors known to influence mycotoxin contamination in crops. Within the same study period, data on fumonisin (FB) monitoring show clear climate-dependent trends. The strongest positive warming trend is observed between 2018/2019 and 2019/2020 (0.51 degrees C/year), and a strong positive correlation is likewise established between FB contamination and temperature (r ranging from 0.6 to 0.9). Four machine learning models, viz support vector machines, eXtreme gradient boosting, random forest, and orthogonal partial least squares, are generalized on the historical data with suitable performance (RMSE as low as 0.00). All the adopted models are able to predict future FB contamination patterns with reasonable precision (R2 ranging from 0.34 to 1.00). The most important model feature for predicting average FB contamination (YA) is the historical pattern of average FB contamination in maize within the region (Sigma FBs_avg). The two most significant features in modelling maximum FB contamination (YM) are minimum temperature from the CMIP6 data (Pro_tempMIN) and observed precipitation from the CRU data (O_prep). Our study provides strong evidence of the impact of climate change on FB in South Africa and reiterates the significance of machine learning modelling in predicting mycotoxin contamination in light of changing climatic conditions, which could facilitate early warnings and the adoption of relevant mitigation measures that could help in mycotoxin risk management and control."
0,"Recent years have seen unprecedented pressure from numerous water stakeholders with different interests in Lake Naivasha basin, the only freshwater lake in the Great Rift Valley of Kenya. The pressure on this water resource results in high competition over access to water source, unsustainable resources management practices, poor water quality, and emergence of conflicts between institutions and its users. Presently, there is a knowledge gap and paucity of information on water resources stakeholders' interactions in Lake Naivasha basin. This study, therefore, analyses the ways resource stakeholders interact and play in the conflict dynamic, and ultimately propose a better water resource use and management approaches. Drawing on field assessments, individual interviews, focus group discussion, and secondary literature reviews, this paper illustrates how both local, national and multi-national stakeholders interact and contribute to water resources conflicts. Results suggest unclear county and national institutional structures, fragmented land use activities and ownership, a feeling of marginalization by the local population contributing to resource-based conflict within the lake basin. A comprehensive policy framework and enforcement of existing regulations will ensure there is sustainable water access, reduce conflicts and enhance sustainable water resource governance and use of the lake."
0,"This paper examines trends in woody vegetation and tree species composition in the Sudan zone of West Africa, using the Kano region of northern Nigeria as a case study. The study compares data on tree density, fuelwood production and tree species composition from fieldwork conducted in 1981 and 2016, as well as on several dates of aerial and satellite images since the 1960s. Recent satellite-based reports of greening in arid West Africa as a response to recovery from droughts in the 1970s and 1980s, are examined to explain the observed trends. Tree densities in the goods and services hinterland of Kano city have at least doubled since the drought period, and no decline, rather a slight increase was observed during the drought decades. This contradicts reports of woody vegetation trends from the more arid and less densely populated Sahel zone, which generally observed decline during the drought years and current recovery to pre-drought levels. The remarkable increase in tree numbers in Kano region is accompanied by increasing fuelwood production as suggested by greater concentration by farmers on tree species highly valued for fuel, at the expense of other traditional species. The main driver of such trends is thought to be rapid population growth in the context of a remaining dependence on wood as fuel by both urban and rural populations in Nigeria. Climate is thought to play only a minor role in explaining the trends. These observations confirm trends in fuelwood production observed in Kano region more than three decades previously, and indicate a somewhat Boserupian response to Malthusian-type pressures on available resources. Nevertheless, a return to rainfall levels of the drought decades combined with climate change predictions of increasing temperatures in dryland Africa, may have serious consequences for rural households if energy sources are not diversified."
0,"This article presents the first bottom-up analysis of the proportion of global marine fisheries subsidies to small-scale fisheries (SSF). Using existing data, the reported national subsidy amounts are split into the fraction that goes to small- and large-scale fishing sectors. Results reveal a major imbalance in subsidy distribution, with SSF receiving only about 16% of the total global fisheries subsidy amount of $35 billion in 2009. To bring this into perspective, a person engaged in large-scale fishing received around 4 times the amount of subsidies received by their SSF counterparts. Furthermore, almost 90% of capacity-enhancing subsidies, which are known to exacerbate overfishing go to large-scale fisheries, thus increasing the unfair competitive advantage that large-scale fisheries already have. The developmental, economic and social consequences of this inequity are huge and impair the economic viability of the already vulnerable small-scale fishing sector. Conclusions indicate that taxpayers' money should be used to support sustainable fishing practices and in turn ocean conservation, and not to foster the degradation of marine ecosystems, often a result of capacity-enhancing subsidies. Reducing capacity-enhancing subsidies will have minimal negative effects on SSF communities since they receive very little of these subsidies to begin with. Instead, it will help correct the existing inequality, enhance SSF economic viability, and promote global fisheries sustainability."
1,"The low nitrogen (N)-use efficiency of intensive winter oilseed rape (WOSR) cropping systems may cause negative environmental impacts, especially due to N leaching and gaseous losses. The aim of this study was to use data from field experiments (five sites across Germany representing typical WOSR regions) for parametrization of a nitrous oxide (N2O) emission component for implementation into a process-based dynamic plant-soil-atmosphere model (PSAM). After calibration and evaluation with three years of field data from five different N fertilizer treatments, a long-term simulation with 25-year historical weather data was conducted to derive functional relations and emission factors (EFs). The model performed best at higher aggregation levels (cumulative emissions over the entire cropping period, R-2 of 0.48/0.77 for calibration/evaluation), but also reasonably simulated short-term dynamics (e.g., fertilizer applications, extreme weather events). Site-specific and year-specific N2O emissions varied within the range of medians from 0.56-4.93 kg N2O-N ha(-1). Mineral fertilizer-induced EFs at economic optimal N inputs ranged from 0.16-0.65%, which was markedly below the aggregated IPCC standard value of 1% for direct N2O emissions. Generally, the simulated emissions were consistently higher with finer soil textures and increasing N inputs. The process-based approach, moreover, allowed the identification of the major source of N2O, which mainly originated from nitrification processes."
1,"Madagascar is a low-income country, highly vulnerable to natural disasters affecting the small-scale sub-sistence farming system. Recently, climate change and environmental degradation have contributed to an intensification of food insecurity. We aim to monitor the link between dry and hot extremes on vegetation conditions, separated or concurrently, using satellite data, such as LST, ET, ET0, and FAPAR products from SEVIRI/MSG disseminated by LSASAF-EUMETSAT. The analysis was made for a long record from 2004 to 2021, focusing on the extreme seasons of 2020 and 2021. Results highlight the higher impact of combined dry and hot events when compared with isolated events, with a strong response of vegetation in the southern part of Madagascar. Results point to the added value of using the recent data records from geo-stationary satellites with high temporal resolution and updated in near real-time, to early detect, monitor, and characterize the impact of climate extremes on vegetation dynamics."
1,"Photosynthesis and respiration are major components of the plant carbon balance. During stress, like drought, carbohydrate supply from photosynthesis is reduced and the Krebs cycle respiration must be fueled with other stored carbon compounds. However, the dynamics of storage use are still unknown. The respiratory quotient (RQ, CO2 released per O-2 consumed during respiration) is an excellent indicator of the nature of the respiration substrate. In plant science, however, online RQ measurements have been challenging or even impossible so far due to very small gas exchange fluxes during respiration. Here we apply cavity-enhanced multi-gas Raman spectrometry (CERS) for online in situ RQ measurements in drought-tolerant pine (Pinus sylvestris [L.]) and drought-intolerant spruce (Picea abies [L. H. Karst]). Two different treatments, drought and shading, were applied to reduce photosynthesis and force dependency on stored substrates. Changes in respiration rates and RQ values were continuously monitored over periods of several days with low levels of variance. The results show that both species switched from COH-dominated respiration (RQ = 1.0) to a mixture of substrates during shading (RQ = 0.77-0.81), while during drought only pine did so (RQ = 0.75). The gas phase measurements were complemented by concentration measurements of non-structural carbohydrates and lipids. These first results suggest a physiological explanation for greater drought tolerance in pine. CERS was proven as powerful technique for non-consumptive and precise real-time monitoring of respiration rates and respirational quotients for the investigation of plant metabolism under drought stress conditions that are predicted to increase with future climate change."
1,"How carbohydrate reserves in conifers respond to drought and bark beetle attacks are poorly understood. We investigated changes in carbohydrate reserves and carbon-dependent diterpene defences in ponderosa pine trees that were experimentally subjected to two levels of drought stress (via root trenching) and two types of biotic challenge treatments (pheromone-induced bark beetle attacks or inoculations with crushed beetles that include beetle-associated fungi) for two consecutive years. Our results showed that trenching did not influence carbohydrates, whereas both biotic challenges reduced amounts of starch and sugars of trees. However, only the combined trenched-bark beetle attacked trees depleted carbohydrates and died during the first year of attacks. While live trees contained higher carbohydrates than dying trees, amounts of constitutive and induced diterpenes produced did not vary between live and beetle-attacked dying trees, respectively. Based on these results we propose that reallocation of carbohydrates to diterpenes during the early stages of beetle attacks is limited in drought-stricken trees, and that the combination of biotic and abiotic stress leads to tree death. The process of tree death is subsequently aggravated by beetle girdling of phloem, occlusion of vascular tissue by bark beetle-vectored fungi, and potential exploitation of host carbohydrates by bark beetle symbionts as nutrients."
1,"AimIn order to mitigate the ecological, economical and social consequences of future climate change, we must understand and quantify the response of vegetation to short-term climate anomalies. There is currently no model that quantifies vegetation resistance and resilience at a global scale while simultaneously taking climate variability into account. The goals of this study were therefore to develop a standardized indicator of short-term vegetation resilience and resistance to drought and temperature anomalies, and to improve our understanding of vegetation resistance and resilience in drought-sensitive areas by linking metrics of vegetation stability to the percentage of tree cover, non-tree vegetation and bare soil. LocationGlobal. MethodsThe deviation of vegetation behaviour from expectations was quantified using anomalies in the normalized difference vegetation index (NDVI) and modelled as a function of (1) past NDVI anomalies, (2) an instantaneous drought indicator and (3) temperature anomalies. Metrics of resistance and resilience were then extracted from the model and related to the percentages of bare soil, non-tree vegetation and tree cover. ResultsComparisons of the globally derived resilience and resistance metrics showed low resilience and low resistance to drought in semi-arid areas, low resistance to negative temperature anomalies in high-latitude areas, and low resistance to positive temperature anomalies in the Sahel and Australia. In drought-sensitive areas, resilience was highest for vegetation types with 3-20% bare soil and 5-15% tree cover. Main conclusionsOur ARx model is the first to simultaneously derive vegetation resistance and resilience metrics at a global scale, explicitly taking into account the spatial variability of short-term climate anomalies and data reliability. Its results highlight the impact of tree cover, non-tree vegetation and bare soil on vegetation resilience."
0,"Environmental Justice, as an influential movement in the USA, has generated significant policy outcomes because of executive mandate of its adoption in federal agencies. Whilst its initial premise emphasised health consequences of pollutants on underprivileged communities-particularly communities of colour-the concept has additional resonance as a correction to the dominant neo-liberal paradigm in natural resource management, particularly as it applies to rural and remote communities in Australia. This article uses the lense of environmental justice to consider climate change in Australia, considering in particular the effects of marketisation of the natural resource management issues."
0,"As climate change getting severer, finding an effective way to establish specie distribution model (SDM) becomes vital, and collecting terrain-related variable is efficient. Chamaecyparis formosensis (Taiwan red cypress, TRC) grow around ridges above 1,800m covered with dry soil or gravel. Abies kawakamii (Taiwan fir, TF) grow near ridges and peaks over 3,000m with impermeable terrain-shelterbelt that block away overwhelming moisture. We used digital elevation models (DEM) with four different grid sizes (1, 5, 20, and 40m) to derive variables. We used several types of machine learning algorithms to model SDMs. The most accurate algorithms are decision tree and random forest, and the most suitable resolution is 5m. Elevation and topographic sheltering index are necessary for developing SDMs, and models can be more precise and accurate with using multiple layers of TSIs. As for different species, TRC tends to be majorly influenced by main high ridgeline, and TF is mostly affected by micro terrain."
1,"In this study we review recent studies where dicyandiamide was used as a nitrification inhibitor to reduce both N2O emissions from urine patches and nitrate leaching from pasture systems, and which led to the development of a commercial product for use on farmland. On average, emissions of N2O and nitrate leaching were reduced by 72% and 61%, respectively. This study then demonstrates how a mitigation tool can be accounted for in the Intergovernmental Panel on Climate Change's inventory methodology when constructing an inventory of New Zealand's agricultural soil N2O emissions. The current New Zealand specific emission factors for EF1 (0.01), EF3(PRP) (0.01) and Frac(LEACH) (0.07) are amended to values of 0.0058, 0.0058 and 0.0455. Examples are also given, based on OVERSEER(TM) of the implications of farm management scenarios on N2O inventories and total greenhouse gas production when using a N2O mitigation tool; CO2 equivalents kg(-1) milk solid decreased from 14.2 to as little as 11.7, depending on the management scenario modelled."
0,"Collaboration across sectors, disciplines and countries is a key concept to achieve the overarching One Health (OH) objective for better human, animal and environmental health. Differences in terminology and interpretation of terms are still a significant hurdle for cross-sectoral information exchange and collaboration within the area of OH including One Health Surveillance (OHS). The development of the here described glossary is a collaborative effort of three projects funded within the One Health European Joint Programme (OHEJP). We describe the infrastructure of the OHEJP Glossary, as well as the methodology to create such a cross-sectoral web resource in a collaborative manner. The new OHEJP Glossary allows OH actors to identify terms with different or shared interpretation across sectors. Being aware of such differences in terminology will help overcome communication hurdles in the future and consequently support collaboration and a more inclusive development of OHS. The OHEJP Glossary was implemented as a web-based, user-friendly and searchable infrastructure that complies with the Findable, Accessible, Interoperable, Reusable (FAIR) data principles. Maintenance, enrichment and quality control of the OHEJP Glossary is supported through a flexible and updatable curation infrastructure. This increases the uptake potential and exploitation of the OHEJP Glossary by other OH initiatives or tools and services."
1,"There is considerable scientific interest as to how terrestrial biodiversity in Antarctica might respond, or be expected to respond, to climate change. The two species of vascular plant confined to the Antarctic Peninsula have shown clear gains in density and range extension. However, little information exists for the dominant components of the flora, lichens and bryophytes. One approach has been to look at change in biodiversity using altitude as a proxy for temperature change and previous results for Livingston Island suggested that temperature was the controlling factor. We have extended this study at the same site by using chlorophyll fluorometers to monitor activity and microclimate of the lichen, Usnea aurantiaco-atra, and the moss, Hymenoloma crispulum. We confirmed the same lapse rate in temperature but show that changes in water relations with altitude is probably the main driver. There were differences in water source with U. aurantiaco-atra benefitting from water droplet harvesting and the species performed substantially better at the summit. In contrast, activity duration, chlorophyll fluorescence and photosynthetic modelling all show desiccation to have a large negative impact on the species at the lowest site. We conclude that water relations are the main drivers of biodiversity change along the altitudinal gradient with nutrients, not measured here, as another possible contributor."
0,"Global warming, the loss (depletion) of stratospheric ozone and tropical forests, marine pollution and soil erosion, world-wide air pollution and the world-wide loss of biodiversity can no longer be denied. The article describes benchmarking function in small and medium-sized enterprises and impact as a theoretical starting point for benchmarlcing process in enterprises. All of benchmarked companies must have a possibility to improve in their field of effectiveness and working habits. The benchmarking can help enterprises to move forward and implement their systems in new control process. Benchmarking is a process where companies compare their performance over time against their competition. You'll fmd there are areas where you are better than most. You'll also see areas where significant improvement is available."
1,"The outlook and future water resources management of the South Saskatchewan River Basin (SSRB) in Alberta, Canada, under the potential combined impact of climate change and El Nino Southern Oscillation (ENSO), has been assessed using the water resources management model (WRMM) of Alberta Environment and Parks. The potential combined impact of climate change on the SSRB water management is simulated by WRMM on the basis of the Special Report on Emissions Scenarios (SRES) climate scenarios of the 2040-2069 (2050s) projected by general circulation models of the Intergovernmental Panel on Climate Change (IPCC), together with an active El Nino or La Nina. From results obtained for this study, license holders of the SSRB categorized under district irrigation, junior and future private irrigation, and senior, junior, and future nonirrigation consumptive user groups could be either more or less affected, depending on whether the active climate anomaly will be El Nino or La Nina, than by the impact of climate change alone."
1,"Global anthropogenic environmental degradations such as climate change are increasingly recognized as critical public health issues, on which human beings should urgently act in order to preserve sustainable conditions of living on Earth. Planetary Health is a breakthrough concept and emerging research field based on the recognition of the interdependent relationships between living organisms-both human and non-human-and their ecosystems. In that regards, there have been numerous calls by healthcare professionals for a greater recognition and adoption of Planetary Health perspective. At the same time, current Western healthcare systems are facing their limits when it comes to providing affordable, equitable and sustainable healthcare services. Furthermore, while hospital-centrism remains the dominant model of Western health systems, primary care and public health continue to be largely undervalued by policy makers. While healthcare services will have to adapt to the sanitary impacts of environmental degradations, they should also ambition to accompany and accelerate the societal transformations required to re-inscribe the functioning of human societies within planetary boundaries. The entire health system requires profound transformations to achieve this, with obviously a key role for public health. But we argue that the first line of care represented by primary care might also have an important role to play, with its holistic, interdisciplinary, and longitudinal approach to patients, strongly grounded in their living environments and communities. This will require however to redefine the roles, activities and organization of primary care actors to better integrate socio-environmental determinants of health, strengthen interprofessional collaborations, including non-medical collaborations and more generally develop new, environmentally-centered models of care. Furthermore, a planetary health perspective translated in primary care will require the strengthening of synergies between institutions and actors in the field of health and sustainability."
1,"Mangroves inhabit highly productive inter-tidal ecosystems in >120 countries in the tropics and subtropics providing critical goods and services to coastal communities and contributing to global climate change mitigation owing to substantial carbon stocks. Despite their importance, global mangrove distribution continues to decline primarily due to anthropogenic drivers which vary by region/country. South Asia, Southeast Asia and Asia-Pacific contain approximately 46% of the world's mangrove ecosystems, including the most biodiverse mangrove forests. This region also exhibits the highest global rates of mangrove loss. Remotely sensed data provides timely and accurate information on mangrove distribution and dynamics critical for targeting loss hotspots and guiding intervention. This report inventories, describes and compares all known single- and multi-date remotely sensed datasets with regional coverage and provides areal mangrove extents by country. Multi-date datasets were used to estimate dynamics and identify loss hotspots (i.e., countries that exhibit greatest proportional loss). Results indicate Myanmar is the primary mangrove loss hotspot, exhibiting 35% loss from 1975-2005 and 28% between 2000-2014. Rates of loss in Myanmar were four times the global average from 2000-2012. The Philippines is additionally identified as a loss hotspot, with secondary hotspots including Malaysia, Cambodia and Indonesia. This information helps inform and guide mangrove conservation, restoration and managed-use within the region."
1,"The demand for water is constantly increasing, while there are factors related to climate change and pollution that make it less and less available. Addressing this problem means being able to face it with a global approach, which takes into account that human beings need water to survive, as well as all the systems on which they rely, namely sanitation, health, education, business, and industry. While human behavior is influenced by the growing awareness on this topic promoted by organizations specifically targeting this mission, the need to protect water resources in operational terms has led mainly to the need for smart urban infrastructure planning, consistent with the objective of promoting sustainable development. To this aim, the authorities in charge of monitoring the implementation of the investment plans by operators need to perform accurate evaluations of the technical quality of the services provided. The present paper introduces a framework to design a Multi-criteria Spatial Decision Support System, conceived to help decision-makers define and analyze the investment priorities of the individual service operators. By building a knowledge model of the network under investigation, decision-makers are aware of physical components of the whole system and are provided with an intervention priority index related to the network objects that could be affected by the planning action to be implemented."
